Value;tweet
Negatif;Sad bgt VNI ga di approve smpe skrg udah 8 hari :( @KemenkesRI @PLindungi
Negatif;Halo min @PLindungi saya sudah vaksin covid dosis 1 tapi tidak bisa terdaftar di peduli lindungi karena NIK saya telah terdaftar atas nama orang lain karena kesalahan input dari pihak administrasi vaksin covid. sudah dari September bolak balik diurus tapi tidak ada perbaikan!-
Negatif;@PLindungi Yg jd bingung klo sertifikat ga keluar2. Sdh email dan PM ga di bls jg. Klo disuruh tanya ke Faskes jg akan sulit krn klo dilaksanakan bukan di RS. Krn vaksinasi bs dilaks di perumahan sekolah lapangan. Knp Kartu Vaksin Manual ga jd rujukan utk
Negatif;@PLindungi tapi kok yang punya mama saya belum muncul yah, apa karena kendala apk atau mungkin salah memasukkan data nik atau yang lain mohon responnya yang saya sudah coba telpon 119 kok malah dimatikan?????ª
Negatif;@PLindungi sampai sekarang belum juga ada tanggapan baru hari ini mulai panik soalnya mama juga butuh sertifikat nya sudah coba login di  https://t.co/XKSQ5kSISP tapi malah gini keluar nya padahal saya sekeluarga bertiga barengan ditanggal yang sama dan s
Negatif;@PLindungi min, mama saya sudah vaksin dosis kedua tanggal 14/10/2021 dan sampai sekarang tanggal 17/10/2021 kenapa yah sertifikat kedua belum juga muncul, sudah positif thinking kalau mungkin aja masih eror atau kendala apk jadi masih tenang cuma email k
Negatif;@yulianiraa @PLindungi aku dah coba kak dan lgsg dibales cepet sih kak buat minta foto selfie, nik, dll gitu. Habis aku kirim fotonya gadibales lagi. Jadi tetep ga guna kak
Negatif;@PLindungi halo, ini kenapa status pedulilindungi saya hitam? Padahal sudah hasil swab negatif juga.
Negatif;@PLindungi halo, cara ganti nomor hp yg sebelumnya sdh terdaftar di peduli lindungin bgmn? Thx
Negatif;@PLindungi Untuk jenis vaksin coronavac kenapa tidak ada ya? Terus bagaimana klaim sertifikatnya kalau tidak ada?
Negatif;Sampai saat ini, saya sudah melakukan 2 kali test antigen dan hasil negatif semua. TOLONG PERBAIKI SISTEM APLIKASI KALIAN! KARENA INI SANGAT MERUGIKAN SECARA MORIL DAN MATERIL!! cc: @PLindungi
Negatif;@PLindungi Status hitam itu terus saya dapatkan hingga 17 oktober. Hal seperti ini membuat kerugian, karena saya tidak bisa melakukan kunjungan ke pusat keramaian yg mengharuskan checkin by apps @PLindungi
Negatif;@PLindungi Kronologi, saya sudah melakukan PCR utk keperluan penerbangan ke JKT pada tgl 9 okt dengan hasil negatif. Namun saat hendak check in di salah satu mall di JKT, saya mendapatkan status hitam di apps @PLindungi
Negatif;Hai admin @PLindungi yang dirahmati tuhan. Saya mau melaporkan status saya yang mendadak menjadi hitam tanpa saya terpapar covid atau interaksi dengan pasien covid19.
Negatif;@PLindungi Kepada yang terhormat. Saya sudah vaksin dosis 1 dan sedang menunggu jadwal untuk dosis 2.  Tapi saya tidak mendapatkan tanggal pasti mengenai vaksinasi dosis 2. Mungkin jika lokasi sudah tercantum di @pedulilindungi namun saya bingung kapan ta
Negatif;@PLindungi hi admin Kenapa status aplikasi PL sy masih Hitam. Sy sudah 3 kali pcr negatif yang terintegrasi aplikasi PL. Hari ini sy pcr lagi juga. Tapi aplikasi msh hitam. Mohon bantuan perubahan status HITAM menjadi HIJAU krn sy ada tugas kantor dan san
Negatif;@PLindungi  nge-EMAIL PERIHAL SERTIFIKAT VAKSIN BELUM DAPET, BELUM JUGA DAPET TANGGEPAN SERIUS,
Negatif;@PLindungi halo min, bisa cek dm??
Negatif;@PLindungi Pagi apakah aplikasi bermasalah? Saya tidak dapat izin masuk kemana-mana dari hari kemarin dan kata di data belum divaksin tapi sudah komplit 2 dosis.
Negatif;@PLindungi Minta tolong saya sudah vaksin kedua tgl 13 oktober kemarin sampai saat ini sertifikat kedua belum muncul,sms dr kominfo jg tidak ada sudah tlpon dan email suruh nunggu tenggat waktu utk upload sertifikat vaksin kedua 100 hari,
Negatif;@PLindungi selamat pagi, Kami diminta peduli dan melindungi, tapi ketika kami meminta solusi dan arahan seperti apa ketika ada kendala di pedulilindungi apakah PEDULI???? Cek DM min.
Negatif;@cat_eyeee @HiManiezz_ @bee_fiera @PLindungi Ehh sama kak Aku baru telpon 119 jg disuruh balik ke faskes tmpt vaksin. Padahal aku vaksin di gereja yg ngadain vaksin bersama-sama. Bingung bgt ???? Aku dah dari 7 September sampe sekarang blm muncul sertifny
Negatif;@PLindungi saya uda d vaksin ke dua bulam 6 juni 2021. bukti nya ada (sudah saya email smua),.trus knpa.smape skarang 17 oktober 2021d status saya belum vaksin ke dua ? sudah kirim email, telfon, inbox sosmed (termasuk ini). tolonglah kasi pencerahan, jgn
Negatif;@PLindungi Apakah Itu Tidak Masalah Min ? Saya Kemarin Bantu Orang Untuk Mencetak Karna HP orang itu tidak bisa input tanggal lahir di app nya, tapi pas saya coba di hp saya malah menyangkut gimana tuh min tolong arahannha
Negatif;@audududurian @Box2BoxBola @PLindungi @BPJSKesehatanRI @BPJSTKinfo @kemkominfo Ngawur . . . meguwayer sadja ????
Negatif;@PLindungi Bukannya semua histori cek in terhubung dan terekam ke apps PL, mau cek in dr apps mana saja? Klo tdk terekam di PL, gmn tracingnya? Mohon info
Negatif;@PLindungi Min...kalau cek in dr apps selain PL, misal spt: jaki...history perjalanan tdk terekam di PL ya? Tgl 16 sy CI di mall sensi via jaki, ketika sy cek di apps PL, tgl 16 oct tdk ada perjalanan
negatif;@PLindungi halo selamat malam min, saya mau ganti no hp di aplikasi peduli lindungi tapi kode verifikasinya tidak pernah masuk ke no yg baru, solusinya bagaimana? soalnya saya salah masukin no hp jadinya kartun vaksin ibu saya tidak ada karena berbeda no 
negatif;@PLindungi pie iki bapakku wes vaksin pertama, nomer telpon ono NIK ono kabeh syarat e ono, begitu download app malah ra metu sertifikat e. Pie iki??
Negatif;@irawansolo @PLindungi halo kak ini masalahnya sama kaya punya ku, udah ada solusinya belum ya kak?
Negatif;@PLindungi min, lagi gak bisa di akses atau gimana ini ya, kok saya gak bisa buka appnya dari tadi?
Negatif;@flurryfrieess @PLindungi Sampai sekarang tetep gabisa sih di aku
Negatif;Apakah ada hubungannya dengan no yg di daftar waktu vaksin dengan no yg di gunakan login di aplikasi peduli lindungi? @PLindungi  Mohon di respon ya kak. Terimakasih
Negatif;@PLindungi slmt mlm kak.  Mau tanya inikan bpk sy baru slsi vaksin sktar 1minggu yg lalu. Ud download aplikasi peduli lindungi bt dowbload sertifikat vaksin. Tp wkt mau daftar no nya gbisa didaftarin. Uda coba pakai no lain dan bs login. Tapi pas mw downl
Negatif;@PLindungi mau tanya, saya melakukan tes pcr tgl 29 september 2021, mengapa saat saya cek di app Pedulilindungi ditanggal 3 oktober 2021, sudah tidak muncul info klo saya sudah pcr nya?
Negatif;@adeilmanafghani @qronoz @kemkominfo @KemenkesRI @PLindungi @CCICPolri Itu nebeng domain doang keknya
negatif;@PLindungi di minta update, sudah di update, malah logout, trus nunggu kondiemasi Jose dr no hp ga di kirim2
Negatif;@badluckiren @PLindungi hai maaf sebelumnya, aku juga kaya gitu, gabisa masuk dan app nya berhenti sendiri:( kamu udah bisa masuk app nya belum? makasih sebelumnyaa
Negatif;Hai @PLindungi , kok ada notifikasi begini ya, padahal saya gak check-in ke tempat itu, bagaimana dong min? Terima kasih.  https://t.co/gC7LHQKmnJ
Negatif;@KVinz23 @zeanysa @e100ss @PLindungi Mjb mas, untuk statusnya sendiri berubah setelah berapa hari yah? Saya dan suami juga tiba tiba statusnya warna hitam pdhl bukan pasien covid 19 ataupun kontak erat dengan pasien covid 19
Negatif;Oiya pas kemarennya banget padahal sy dan suami tbtb di swab antigen dr puskesmas yg keliling tiap rumah dan hasilnya negatif. Bingung bgt kenapa status tbtb jadi hitam. Dan jawaban call center @PLindungi cuma nyuruh tunggu aja tanpa penjelasan yg lebih jelas atau tindak lanjut
Negatif;@PLindungi aneh bgt tiba tiba status saya dan suami diaplikasi masuk ke status hitam, padahal kami bukan pasien covid 19 dan tidak ada kontak erat dengan pasien covid 19. Telfon ke 119 jawabannya gara gara aplikasi pembaharuan jd banyak nik yg salah input
Negatif;@PLindungi Bagaimana caranya download sertifikat dengan menggunakan NIK tanpa nomor hp
Negatif;@PLindungi @HarisWimardin aq kmaren dm blm dibales giamana ini
Negatif;@PLindungi tetap gak kluar sertifikatnya, padahal klo cek NIK sudah vsin II  https://t.co/sa76hd1E8D
Negatif;@PLindungi GAK BISA WOIIII GIMANA INI Admin
Negatif;@Vice__versa____ @Indra60870322 @PLindungi sama ga bisa. Apa fungsi NIK kalo gitu
Negatif;@Indra60870322 @PLindungi Gk bisa tetap gak kluar padahal kalo cek berdasarkan NIK saya sdah Vaksin ke 2
Negatif;@PLindungi hallo min, ada temenku yg udah vaksin tapi belum bisa klaim sertif di apk Pedulilindungi maupun di webnya, itu gimana ya min?
Negatif;@PLindungi min mau tanya dong min, ini kan udah vaksin 2x tapi masih statusnya merah min, jadi blm muncul sertifikat vaksinnya juga, mohon bantuannya min.
Negatif;@PLindungi Min kenapa di akun saya ada Nama orang lain ?  https://t.co/BtZZRPa38H
Negatif;Ini,,, @BormaToserba Cikutra... Buat scan @PLindungi nya malah menghadap di arah keluar... Pas masuk gak tau ada ini... Gak ada yg jagain juga... Stupid behavior caught on tape..  https://t.co/pvDOUkpJN7
Negatif;@qronoz @kemkominfo @KemenkesRI @PLindungi @CCICPolri ????  https://t.co/OiOxEsIZwD
Negatif;@RBTHIndonesia Hrs scan @PLindungi  ngga min????
Negatif;@PLindungi hi admin Kenapa status aplikasi PL sy masih Hitam. Sy sudah 2 kali pcr negatif yang terintegrasi aplikasi PL. Hari ini sy pcr lagi juga. Tapi aplikasi msh hitam. Mohon bantuan perubahan status HITAM menjadi HIJAU krn sy ada tugas kantor dan san
Negatif;"Elu Peduli, Elu Lindungi gw yg sakit jiwa  Sebuah rangkaian tweet kesaksian betapa ""gila""nya aplikasi @PLindungi"
Negatif;@PLindungi Min udah 2 bulan terkait kesalahan input NIK, sekalinya di respons malah bilang NIK nya gaada, lah iya kan orang keluhan nya salah NIK ????
Negatif;Sertifikatku kok blm muncul to min @PLindungi
Negatif;@PLindungi apakah saya boleh second vaccine astra dimana saja atau harus tetap di kokas? thanks
Negatif;@PLindungi hanya ada sinovac dan moderna saja gak ada astra kah?  https://t.co/tJnHIVMxOu
Negatif;@PLindungi halo min mau tanya, tanggal 22 besok saya jadwal vaccine second dose di mall kokas tapi jadwalnya tidak ada. bagaimana ya??
Negatif;@PLindungi halo min. Saya sudah vaksin ke 2 tapi belum menerima sertifikat vaksin nya. Mohon bantuannya untuk memproses sertifikat vaksin ke 2 saya. Makasih
Negatif;@PLindungi Siang Admin bisakah saya mengubah nama di sertifikat vaksin pada Peduli Lindungi sesuai dengan mana di dokumen Paspor?
Negatif;@PLindungi serifikat gak keluar2 sejak 19 agustus 2021. Solusi?
Negatif;@PLindungi Cek DM dong min ?????????
Negatif;@PLindungi Petugas salah input nmr hp gmn caranya min?
Negatif;MALAH UPDATE TAPI SERTIFKU GA DI UPDATE @PLindungi  https://t.co/bjlKZrDjOE
Negatif;@PLindungi tolong dong min,saya udah negatif dari tanggal 7 oktober dan sudah ada bukti pcr kenapa sampai sekarang status masih hitam. Mobilitas saya jadi terganggu ini. Telpon 119 ga pernah nyambung lagi
Negatif;"@zeanysa @GldBene @e100ss @PLindungi Betul saya tanpa pcr dan ngelakuin apa"" aneh emang aplikasinya. Dan untuk customer service juga susah dihubungi dan parah menurutku penanganannya lama banget. Dan terkesan dilempar"" kitanya. Kasihan kalau ada yang mau "
Negatif;@PLindungi Min... Saya sudah vaksin 2x, tp sampai hari ini tidak dapet sertifikat. Malah namaku belum terdaftar, telpon costumer service sibuk mulu.. sampah ga seh???
Negatif;@PLindungi Cara ubah profile gimana ya ? Kok ga mau disimpan datanya
Negatif;@PLindungi min, kalau sudah vaksin tapi sertifikat gak keluar di aplikasi harus gimana min?
Negatif;@PLindungi Min bagaimana masuk peduli lindungi tetapi tidak mendapatkan SMS kode otp
Negatif;@KVinz23 @GldBene @e100ss @PLindungi Maaf meluruskan, berarti pny mas dgn sendirinya ijo tanpa mas pcr atau ngelakuin apa2 ya? Soalnya tlp 119 aja susah bget, email ga dibls2
Negatif;@GldBene @zeanysa @e100ss @PLindungi Seharusnya tidak, status hitam itu dikarenakan kita diduga suspect atau ada kontak erat dengan orang yang kena covid
Negatif;@PLindungi bagaimana cara agar instansi bisa mendapatkan QR Code seperti ini? ???  https://t.co/ukXdMzh6Ez
Negatif;@PLindungi min mau tanya apakah kalo abis tes pcr dan hasilnya belum keluar, status di aplikasi auto jadi hitam ya? Makasih
Negatif;@PLindungi Haloo, saya berencana utk mengunjungi Indonesia dan sudah mengunduh aplikasinya tapi belum berhasil juga krn kode verikasi nya tdk masuk2 ke alamat email dan ketika saya coba daftar di browser pun tidak berlanjut stlh memasukkan nomor ktp,boleh
Negatif;Hi min, mohon bantuan dong untuk trouble nya ini. Padahal nik nama no telfon sama email udah bener tp kok ga bisa bisa ya buat ngakses kartu vaksin ? @PLindungi  https://t.co/NOrLHtOsLm
Negatif;@PLindungi Apa cuman di HP ku yang loadingnya lama?
Negatif;@qronoz @kemkominfo @KemenkesRI @PLindungi @CCICPolri Ada aja yg kaya bgini ????
Negatif;@PLindungi Lah udah di vaksin dosis 1 tapi di aplikasi masih merah aj. Jadi ga bisa buat check in tempat. Jadi menghambat sgla2! ????
Negatif;@PLindungi kalo 1 no hp ternyata ada dua akun gmn yaa? bisa ga ya dpecah akun gt salah satu nya ganti no hp nya?
Negatif;Lapor Pak/Bu @kemkominfo @KemenkesRI @PLindungi @CCICPolri ada yang mau phising nih pake embel-embel PeduliLindungi ????  Mohon ditindak Pak/Bu, sebelum banyak korban.  https://t.co/3YfCeuyR7Z
Negatif;@PLindungi min, kok sampai sekarang belum dapat sertivikat vaksin yang ke 2
Negatif;@PLindungi saya sudah lengkap dua dose vaksin di malaysia, saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi, tapi hingga saat ini saya belum mendapatkan verifikasi apapun, bagaimana solusinya?
Negatif;@PLindungi ini gimana ya? Tolong cek DM dong, susah banget laporan sana sini ga ada yang dibales  https://t.co/VY07NKJFrq
Negatif;"@PLindungi halo min, saya mau login pake no hp kok tdk ada sms masuk ya, udah dicoba berkali"" gk ada sms masuk.. bahkan sampai saya harus nunggu 3 jam untuk request kode lewat sms tapi tetap aja gak ada sms masuk."
Negatif;@PLindungi tolong di response dong!!! payah bngt sih ini
Negatif;@PLindungi sudah vaksin, sertifikat belom dapat, checkin masih merah, telp cs ga pernah bisa, sampah!!
Negatif;@PLindungi ini tolong dong, scan checkin masih merah, padahal uda vaksin, cupu bngt nih apps
Negatif;@PLindungi ini hasil scan knp msh merah pdhl uda vaksin, ini apps cupu bngt sih
Negatif;kenapa NIK gue ga valid mulu hey @PLindungi
Negatif;@PLindungi halo min, kok sertifikat vaksin sy gak ada ya di aplikasi? Sy sudah vaksin 1 dan 2
Negatif;@khaerunisaaicha @PLindungi Kak bagaimana sekarang sertifikat vaksinnya sudah ada ? Suami saya juga gituh gak tampil sertifikat kedua nya padahal sertifikatnya btuh untuk keprlruan dinas.
Negatif;@PLindungi min, kok sertifikat vaksin kedua saya di aplikasi belom ada ya? Pdhl saya cek di website udah keluar..kok ga sinkron ya?
Negatif;@PLindungi klo sertifikat vaksin tdk muncul bagaimana ngurusnya? Orangtua saya sudah 2x vaksin
Negatif;@PLindungi siang ka, mau konfirmasi nih aku udh vaksin dosis pertama tgl 6 sept 2021 dan baru sadar sekarang pas cek di app peduli lindung sertifikat ny belum keluar. Udah kirim via email utk pengajuan kendala sertifikat. Tolong di proses yaa ka, karna in
Negatif;Wis tak hapus wae ben ayem, ra arep check-in meneh @PLindungi
Negatif;Min @PLindungi sertifikat di peduli lindungi untuk vaksin ke-2 saya belom muncul,, sdngkn teman saya sama-sama tgl vaksin nya sdh muncul  Gimana min ??????
Negatif;@PLindungi mohon info min untuk rubah tanggal lahir yang salah di sertifikat vaksin gimana?
Negatif;@PLindungi coba scan dr apps untuk masuk mall, 2 x hasilnya RED padahal udh 2x vaksin. Di Apps status RED di Web status GREEN. Sudah email ke pedulilindungi@kominfo.go.id sekitar 2 minggu lalu sampai hari tidak ada balasan apalagi di follow up. Kenapa di 
Negatif;@PLindungi saya blm dapat kartu vaksin, padahal sudah vaksin tgl 1 oktober 2021
Negatif;@PLindungi hi admin boleh di bantu sy dm terkait status aplikasi PL yang masih Hitam. Sy sudah 2 kali pcr negatif yang terintegrasi aplikasi PL. Tapi aplikasi msh hitam. Mohon bantuan perubahan status HITAM menjadi HIJAU krn sy harus WFO dan penugasan lua
Negatif;@plindungi mohon bantuannya saya ada trouble dengan aplikasi PL, saya sudah vaksin 2 kali tapi ketika check-in ke kantor malah notifnya belum vaksin, tolong dibantu
Negatif;Hai min mau tanya untuk WNA pemegang KITAS sudah 2 kali vaksin kenapa tidak bisa check in ya tulisannya belum checkin nih bantu dongg @PLindungi
Negatif;@sampupel @PLindungi Isi data sesuai yang diberikan dari pihak puskesmas nya. Siapkan NIK dan tanggal vaksin
Negatif;halo admin @PLindungi  ini ngaruh ga ya?? mba putri ini salah nomor. dia menggunakan nomor saya  https://t.co/9VrRT5muGx
Negatif;@PLindungi siang, saya sudah vaksin diluar di Saudi arabia, di Indonesia udah vaksin apa bisa di ubah ke vaksin kedua ? Trima kasih
Negatif;@PLindungi halo selamat pagi, saya sudah vaksin tgl 1 oktober 2021 di Lapangan THOR Surabaya.  tapi sampai sekarang sudah saya check kartu vaksinya tidak ada. sudah email dan telpon 119 tapi jawaban disuruh  menunggu  bagaimana solusinya ?
Negatif;sertif vaksin kedua ga kluar2, udah email 5 hari lalu dibalesnya proses input data. sampe sekarang tetep masi belum kluar, cek diwebsite malah disitu tulisannya tglnya salah. trus aku nunggu sampe kapaan? udah 10 hari ini @PLindungi
Negatif;@PLindungi Sampai vaksin ke 2 belum terima sertifikat vaksin  NIK malah di pakai atas nama orang lain saya sdh kirim email juga mohon pethatiannya
Negatif;@PLindungi mau tanya tiba-tiba di app. Peduli lindungi saya keluar nama orang lain, gimana cara hapus nya ini,......  https://t.co/FGd8QU4WkZ
Negatif;"@zeanysa @e100ss @PLindungi Tiba"" balik hijau lagi sendiri mas aneh, sangat disayangkan sih aplikasi vital tapi waktu saya coba menghubungi customer service sangat sulit. Ketika nyambung juga terkesan dilempar"""
Negatif;@PLindungi saya sudah vaksin dosis 2 tapi sertifikatnya sudah 1 minggu masih belum keluar. Saya harus bagaimana ya?
Negatif;Halo @PLindungi kok saya tiap check in dibilang belum vaksin yah  Pdhal saya udh vaksin 2 kali. Trs ini gmana ? Untung cuma ke mall ditolak, kalo nanti pas k bandara gimana?
Negatif;@PLindungi Kalau di app. Peduli lindungi saya tiba-tiba ada nama orang lain, gimana hapus nya ini  https://t.co/OclM7Xua8W
Negatif;@KVinz23 @e100ss @PLindungi Sama mas ama saya, akhrnya gmn mas? Saya sekeluarga jd item. Pdhl ga sakit, ga positif, ga dkt org trpapar jg. Gmn sih ini ya bingung
Negatif;Udh kirim email ke @PLindungi soal sertifikat vaksin kedua yg belum muncul2 padahal udh vaksin dari tanggal 18 agustus. Pagi ini dpt sms lgi malahan sertifikat vaksin pertama. Kan yg gk ada duh sertifikat keduaaa, knpa jdi pertama lgi yg di kirimm????
Negatif;@PLindungi Sertifikat vaksin belum keluar sdh vaksin ke 2 dan bisa masuk akun peduli lindungi bgtu cek sertifikat data tidak ditemukan
Negatif;@PLindungi Saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses
Negatif;@PLindungi min biasanya sertifikat vaksin bisa dilihat setelah berapa hari melakukan vaksinasi? Saya dari kemarin cek belum muncul
Negatif;Gimana kalo saat vaksin 1 dan 2 nomornya beda?  Vaksin 1 pake nomor sendiri Vaksin 2 pake nomor anak.  Itu sertifikat vaksin 1 otomatis ke muncul di nomor yg vaksin 2 atau gimana?@PeduliLin @PLindungi
Negatif;@PLindungi gw mau tanya donk... gw kan gak punya KTP lagi nich soalnya gw udh pindah ke Amerika, trus gimana caranya gw daftarin diri ke Peduli Lindungi? Kan gw gak punya ID KTP. Emang ID paspor gak bisa? Tolong bantu informasi nya
Negatif;@PLindungi knp situ ribet amat si, mau liat barcode lewat web gabisa harus download app. Sebel dech hp aku samsung champp ga muat memorinya
Negatif;@anakkosbiasa @deviantie @PLindungi Belom kak, udah beberapa kali email trs ada balasan eh masih dalam pengembangan
Negatif;Kok dari tadi ada SMS masuk dari @PLindungi kirim nomor OTP. Sepertinya ada yg coba2 login ke akunku.. -_-
Negatif;Ini kenapa ngga di respon ya? @PLindungi #pedulilindunginorespon @ditpromkes @KemenkesRI @satgascovid19id #tidakbisacheckoutpedulilindungi  #gagalcheckoutpedulilindungi  https://t.co/aoXkE5xSwm
Negatif;"@Maulana_Gilang_ @DUKCAPILKOTASMG @hendrarprihadi @ganjarpranowo @PLindungi Udah kak, yg vaksin ke 1 bisa awal"" download tp pas ke 2 ga bsa dibuka hehe"
Negatif;@llsamnbn27 @PLindungi Belum di up dari pihak panitia nya itu. Makin rame tempat itu buat vaksin makin lama sertifikatnya keluar. Itu kenapa kita harus cepet2 vaksin biar antrian sertifikat nya lebih cepat keluar
Negatif;@PLindungi aplikasi tai
Negatif;@PLindungi halo min mau tanya , saya sudah vaksin 1 &amp
Negatif;Dari bulan lalu email @PLindungi mengenai sertifikat vaksin ke 2 yg belum tersedia tapi sampai sekarang gaada pencerahan. Padahal udah 4 bulan sejak vaksinasi. Hub 119 juga ga diangkat ??‘
Negatif;Mohon info @e100ss @KemenkesRI @PLindungi @pedulilindungi di apk peduli lindungi sudah tertera 'sudah vaksin pertama', namun saat cek sertif tidak ada, solusinya bagaimana?
Negatif;@PLindungi Aplikasi peduli lindungi saya mulai sekitar dua hari yang lalu menunjukan status merah, padahal saya sudah dua kali vaksin dan sebelumnya status saya sudah hijau dan normal. Email berkali-kali dan dm tidak ada respons!!
Negatif;@PLindungi Aplikasi peduli lindungi saya mulai sekitar dua hari yang lalu menunjukan status merah, padahal saya sudah dua kali vaksin dan sebelumnya status saya sudah hijau dan normal, padahal saya butuh aplikasi ini untuk kegiatan sehari-hari
Negatif;@akirachiizx @PLindungi maaf nimbrung, kebetulan punyaku juga gini sampe skrg, apa punyamu masih ttp merah? makasih^^
Negatif;@HiManiezz_ @bee_fiera @PLindungi Belum kak, akunya belum balik lagi ke tempat aku vaksin.
Negatif;Applikasi @PLindungi parah bgt bikin batere cepet abis. Terpaksa switch off GPS..
Negatif;@PLindungi ka mohon bantu, ade saya ada masalah sama datanya, dia terdaftar sudah vaksin ke-2, padahal baru vaksin ke-1
Negatif;@cat_eyeee @bee_fiera @PLindungi Jadi gimana? Udah keluar apa blm sertifnya kak?
Negatif;@PLindungi Hai aku udah vaksin dosis ke 2 tapi kok pas aku cek di apk peduli lindungi masih belum kebaca dosis ke 2 disana masih terbaca dosis pertama ini knp min ? Pdhl saya baru aja vaksin ke 2 !
Negatif;@PLindungi min bisa tolong di bantu up ga? akun vaksinasi saya munculnya sertifikat suami karna kesalahan input nomer HP.. sudah hubungi 119 tapi sibuk terus, sudah email ke sertifikat@pedulilindungi.id tapi NIK saya katanya tidak terdaftar. mohon di up m
Negatif;@Indra60870322 @PLindungi kak, bibi saya daftar akunnya pake no lama yg udah hangus. solusinya gimana ya biar akunnya bisa dibuka? makasih sebelumnya
Negatif;@PLindungi , @pedulilindungi kenapa, sertifikat saya yg 2, dan 3 blm bisa di download, saya sdh email, knp blm ada solusi? @KemenkesRI , @jokowi
Negatif;Sudah download Aplikasi @PLindungi dan sudah dapat balasan, Tinggal nata baju dan make up untuk persiapan rias pengantin dibeberapa tempat dan ada yang luar kota, Ntar Sueb juga to?. Okelah negara melindungi warganya namun selama pandemi Covid-19 berapa duit hasil Sueb masuk?  https://t.co/zbgOnijMrC
Negatif;Dear @PLindungi pagi ini tidak bisa check-in karena masih dianggap check-in ditempat ini. Sudah beberapa hari ini begini terus. Seharusya kan kurleb jam 02:00 pagi akan otomatis di check-out-kan oleh aplikasinya. Apa yang harus dilakukan? Sudah melakukan update aplikasi dll  https://t.co/xwgj13auOP
Negatif;@PLindungi halo selamat siang kak, teman sy ada bermasalah dgn aplikasi peduli lindungi knapa setiap dia check in warnanya kuning ya pdhal biasanya warna hijau. Tp sudah seminggu ini warnanya kuning. Padahal tmn sy udh 2x vaksin dan sertifikatnya ada d ap
Negatif;"@PLindungi min m Kenapa ya punya saya gk bisa check out jadi nya pas cek in ada tulisan ""anda masih check in di tempat ini"" , mohon solusinya  https://t.co/RkxHVTa2bS"
Negatif;@PLindungi halo admin, saya udh vaksin pertama dari sebulan yg lalu, di aplikasinya kok belum ter update yah?
Negatif;@PLindungi ini gak ramah pengguna dan ribet banget, keluargaku yang udah tua-tua kan jarang punya hp ya, kalo pun ada nomornya satu untuk bersama. Pas mau download sertif vaksin jadi gak bisa...  Mana ada yang udah vaksin dua kali, tapi di PL dibilang bar
Negatif;@PLindungi Pedulilindungi saya gk bisa ubah profil akun pedulilindungi saya ,,,saya mau ganti nama kok gk bisa
Negatif;@PLindungi Pagi min. Tolong cek dm saya ni dah di senyumin Byungchan. ALIAS PENTING.  https://t.co/v9xBNkvLJ1
Negatif;@HarisWimardin @PLindungi Halo kak apakah sudah ada solusi dari peduli lindungi? Saya sudah email tdk ada jawaban dr sebulan lalu @PLindungi tolong ya sy mau daftar kerja tp kartu vaksin ke2 saya tdk muncul???
Negatif;@PLindungi Saya udah vaksin ke-2 tanggal 6 Oktober tapi udah seminggu lebih sertifikatnya belum tercetak. Gimana ya?
Negatif;@PLindungi , selamat pagi @PLindungi. Vaksin tgl 15 agustus sampai saat ini sertifikat vaksin pertama tidak muncul. Padahal sms sdh dapat... Bagaimana ini, kakak saya jd blm bisa bepergian. Sebab di apk pendulilindungi blm vaksin statusnya. Mohon bantuann
Negatif;@PLindungi nomor hp sayaaa gak bisa diverifikasi min udah berapa kalii cobaaa, padahal mau daftar vaksin:((
Negatif;@PLindungi ini kenapa gabisa di checkoutt ???? besok saya tidir dimana ????????  https://t.co/13sRmZ9EiD
Negatif;@PLindungi tolong ini gimana cara Checkout nya? Udah seminggu gabisa masuk kemana mana ????  https://t.co/ixZFB7IgjE
Negatif;"@PLindungi halo admin,saya mau bertanya,saya berjam"" nunggu sertifikat vaksinnya,saat di cek di kartu ternyata terdapat kesalahan pada nomor hp,bagaimana caranya supaya bisa mengganti nomor hp tersebut agar bisa mengunduh sertifikat vaksinnya? terimakasih"
Negatif;@yulianiraa @PLindungi email kayanya gaperna dibaca deh kak, aku udh 3 kali kirim gaada hasilnya soalnya
Negatif;@PLindungi @oemahsecond Kok bsa salah jelas2 sudah tertera
Negatif;@oemahsecond @PLindungi Samaa aku juga
Negatif;@PLindungi Sudah coba diclaim malah tanggal vaksin sy salah katanyaa..hmm
Negatif;@detikcom Penasaran sama data vaksinasi itu didapet darimana ya? Sistem di @PLindungi aja masih banyak kesalahan input data.
Negatif;@PLindungi kenapa aplikasi ini harus akses storage yah??  https://t.co/eO5lz8tDa9
Negatif;Mohon  bantuannya @PLindungi saya sudah di vaksin dosis ke 2 pada tanggal 29 september 21 bulan lalu sampai sekarang sertifikat vaksinnya belum terbit di apk peduli lindungi.mohon bantuannya
Negatif;@yulianiraa @Arlaaa16 @PLindungi @sriemarni ini caranya pake gmail kahh?
Negatif;@PLindungi Halo min, saya sudah vaksin pertama di bulan september kemarin oleh pihak polres tangsel tapi kok sertifikatnya belum ada ya?  https://t.co/EqKNONI7yZ
Negatif;@PLindungi gmn atuh ini? dr email ga ada bisa dibuka sertifikatnya. di website ga ada. di aplikasi ga ada juga  https://t.co/k6Fsm5kRhd
